,tempo,beats_mean,beats_std,beats_median,beats_min,beats_max,rms_mean,rms_std,rms_median,rms_min,rms_max
135374,143.5546875,640.9855072463768,367.6477320240448,640.0,14.0,1268.0,0.2045682996178671,0.0413654350534594,0.2103642692730429,0.0421360968204126,0.299190189701706
135226,99.38401442307692,617.64,366.3213212467983,620.0,3.0,1245.0,0.0908539872885713,0.0259273671515758,0.0890851491856255,0.0117898913747235,0.2060934997452958
135363,151.99908088235293,641.5942028985507,343.2198061428164,647.0,50.0,1228.0,0.1254426156044368,0.0396101463607024,0.1276492254992947,0.0225958246512536,0.2498390007164066
135010,95.703125,635.6458333333334,369.0576112198549,637.0,3.0,1261.0,0.1066605843112259,0.0334314718924142,0.10162829597021,0.0177919713328567,0.2300861706970365
135375,172.265625,637.448275862069,370.9331122472017,638.0,3.0,1272.0,0.1563263579901914,0.0385036016097815,0.1567606924796742,0.0142442609247271,0.2810040961905411
135028,103.359375,632.1,358.2508757839958,633.0,18.0,1236.0,0.1410668945020882,0.0488433867657784,0.1461718913821971,0.0038990045757787,0.2435860706168583
135371,117.45383522727272,626.2931034482758,374.2544777158566,624.5,8.0,1264.0,0.1158661080016304,0.0423551819443218,0.1201795206924944,0.0184170944966116,0.2178393379709146
135372,143.5546875,624.5074626865671,351.94624645259324,624.0,24.0,1225.0,0.1783367304330035,0.0359837936992356,0.1809172840387548,0.0716182411589066,0.2674593696754426
135365,143.5546875,584.5,336.19781193517605,584.0,11.0,1157.0,0.1761875543165261,0.0436726065418814,0.1712230922884971,0.0808565608055482,0.3026363583292112
135986,161.4990234375,637.4938271604939,368.4274263412193,637.0,7.0,1267.0,0.1413476678831285,0.0541371513775253,0.1295132434348498,0.0557479915825107,0.3231768815836352
135229,123.046875,623.9672131147541,367.3795985310336,619.0,3.0,1251.0,0.0544855223143372,0.0294641152840274,0.0514807415064998,0.0021729190436208,0.2270957738125534
135039,129.19921875,620.4354838709677,361.4264580068074,627.5,3.0,1225.0,0.097813920619991,0.0326526773091488,0.0950370057005359,0.0204898551249129,0.2024260471404303
135373,89.10290948275862,640.6818181818181,366.52023215439607,640.5,20.0,1261.0,0.1889981906354959,0.0466001876835475,0.180281465957097,0.0816873425874017,0.3579964735334278
135370,92.28515625,603.9772727272727,355.007393561699,603.0,3.0,1214.0,0.0971357807119381,0.0615899472156698,0.0915789553922407,0.0113790187884146,0.2868279355738372
132117,103.359375,634.3269230769231,369.4059014747581,634.5,7.0,1262.0,0.1478921179953977,0.072219836997493,0.132911476952734,0.0131193900164141,0.3553237409667198
135339,89.10290948275862,620.2790697674419,356.2552211339241,620.0,18.0,1224.0,0.0540179363386105,0.0322027106923949,0.047729084861949,0.0005698314270645,0.276722171187186
135089,103.359375,646.1111111111111,324.59117686524604,642.0,107.0,1198.0,0.036225056868014,0.0101472201019284,0.0343047578524669,0.007720021806822,0.0817566031882807
135990,83.35433467741936,610.4102564102565,354.8469310987353,610.0,11.0,1210.0,0.1503831829810353,0.0666430651087457,0.1403485733720416,0.0201985298834432,0.3223758624561927
135364,103.359375,629.48,368.46395970298096,624.5,13.0,1264.0,0.1061407340458334,0.0672270668786153,0.1171171851604411,0.0017613943158959,0.2744674630658836
132138,135.99917763157896,632.5538461538462,359.1162242021475,632.0,20.0,1245.0,0.110768340817909,0.0294662877457364,0.1077622483111487,0.0432941620808624,0.2102593984209914
132677,99.38401442307692,653.0851063829788,358.79567051796414,661.0,39.0,1242.0,0.0599155997824982,0.0441328212185533,0.0467146849019909,0.0118422617968882,0.2619528364116786
132675,117.45383522727272,628.3859649122807,368.4745583536176,626.0,3.0,1258.0,0.083537634910911,0.0180328309171578,0.0821175206759849,0.0332934504351826,0.1623402123988263
132310,129.19921875,628.6935483870968,369.6549650473846,623.0,3.0,1266.0,0.0573757746434741,0.0205259858982821,0.0540884212860037,0.001041989136186,0.1409872805885652
132448,99.38401442307692,645.9375,360.8688246354207,642.5,36.0,1263.0,0.0843013508812666,0.0254569925303257,0.0803626228679733,0.028117583666279,0.1539942151142699
135338,107.666015625,633.7547169811321,360.8215942195098,638.0,17.0,1248.0,0.1652082137694648,0.0311115683746373,0.1686415780965733,0.0397811585010995,0.2706779055386866
132272,129.19921875,629.4590163934427,367.2687216386858,629.0,3.0,1255.0,0.1994748018690504,0.069452463588661,0.1617688658824526,0.0251834537446887,0.3688723684389617
132566,172.265625,632.2439024390244,355.469204215705,631.5,25.0,1247.0,0.022200018770624,0.0102460036690581,0.0205975920302527,0.0046165081511775,0.0619417005518597
132139,112.34714673913044,632.1851851851852,360.0349300993341,631.0,23.0,1250.0,0.0372118216138087,0.0249351488771492,0.0315940711351423,0.000626956005664,0.1255401697012063
132449,123.046875,604.7118644067797,353.36959337250966,597.0,4.0,1208.0,0.0752166119463731,0.0249557833213614,0.0753631865450066,0.0272889770131201,0.1430877174935313
132773,57.421875,571.0,324.1392293444285,571.0,32.0,1110.0,0.0272348161168858,0.0171162567844473,0.0237911594751517,0.0020127651728404,0.0863935927886708
132567,107.666015625,639.3207547169811,370.1111905128331,639.0,11.0,1268.0,0.2424637940617164,0.0631308830319929,0.247592283298031,0.0446887940647917,0.3806254132899654
132954,95.703125,626.5,362.4286136606766,624.0,11.0,1242.0,0.0902774996577688,0.0238020543865616,0.0870265775220488,0.0195509654614252,0.190223846692522
132171,135.99917763157896,640.4179104477612,366.7705431479018,640.0,15.0,1268.0,0.1924731345292911,0.0418432622404438,0.1889391248288009,0.0773741673132395,0.3196860444454345
132789,135.99917763157896,629.7313432835821,365.715229811538,638.0,3.0,1251.0,0.0706743453671297,0.0277686258354222,0.0670848223306437,0.005898398165244,0.1553977372817901
132561,95.703125,651.6585365853658,323.07875727558513,645.0,122.0,1207.0,0.0477699578604979,0.0298610801826059,0.0458755004669391,0.004697977404189,0.1530872870247304
132775,60.09265988372093,601.7142857142857,343.9188917195923,608.0,23.0,1167.0,0.0681410306234844,0.0204150304862215,0.0673966048126245,0.0264137847526009,0.1507630011035374
132788,161.4990234375,632.8625,365.4355190642393,635.5,3.0,1256.0,0.1647342613822406,0.0283737264345922,0.164072825467434,0.0395227011735299,0.2601669767533905
132589,112.34714673913044,986.7307692307692,171.14895844360657,983.0,704.0,1273.0,0.0066366188172325,0.0043848041317618,0.0057751420541519,0.0006234737928013,0.0399838290481927
132774,0.0,0.0,0.0,0.0,0.0,0.0,0.0192402463504509,0.005828506214563,0.0183971036072628,0.0069240154886989,0.0403694948097544
132779,83.35433467741936,621.7317073170732,364.6122580917208,622.0,3.0,1238.0,0.1191172120376935,0.032227019404738,0.1211701329146015,0.0255824577171052,0.223595228743445
132786,117.45383522727272,596.6909090909091,346.25355253719505,594.0,9.0,1189.0,0.0976470247207873,0.029956380503044,0.0961034728847916,0.0055181971016596,0.1914035933173957
132142,95.703125,631.1944444444445,287.0781755167479,628.5,152.0,1117.0,0.029816583365368,0.0204297041222916,0.0250572894786497,0.0007433143428843,0.1094100759665892
132792,129.19921875,639.0307692307692,371.1047527515552,642.0,7.0,1269.0,0.1502349624058108,0.0352473432038407,0.1542952573330643,0.0219598540786838,0.2318302446291467
132787,123.046875,629.95,370.1771389033454,625.0,3.0,1263.0,0.1298949395241592,0.0218489208787441,0.128179059595388,0.0280632082408647,0.2141682408899
132962,92.28515625,616.5581395348837,352.8806572308852,617.0,19.0,1213.0,0.0636537374247253,0.0234282820326801,0.0568510626445273,0.0105645545934147,0.1488623437065914
132793,95.703125,571.2093023255813,338.5949461936568,572.0,3.0,1143.0,0.1062652994085886,0.0547700581567596,0.1053504191503542,0.0148581699472234,0.2441519467589671
132963,99.38401442307692,618.0,366.059212339719,619.0,3.0,1239.0,0.0591992458681819,0.0305341241064554,0.0517454067308475,0.0020992971291376,0.184471154194215
132778,172.265625,624.7619047619048,365.3827288594151,625.5,3.0,1249.0,0.1398784333936476,0.0334175325420861,0.1369579362941601,0.0183746669561811,0.2646641181157286
132961,117.45383522727272,636.1578947368421,365.7444601863047,636.0,15.0,1259.0,0.177439295857784,0.0133846427143067,0.1781893292203199,0.0703948717286358,0.2668248034893346
132791,107.666015625,612.1730769230769,354.3668091525984,612.0,12.0,1221.0,0.1301280322028033,0.0454146174065554,0.1241936939210788,0.0335325837523318,0.2771074201516524
132424,135.99917763157896,598.7301587301587,348.8281610131954,597.0,3.0,1195.0,0.0995707552958887,0.0433065743043122,0.1007322478743588,0.011317350472822,0.1921291518609704
132140,129.19921875,641.28125,372.10152633177614,639.5,14.0,1273.0,0.0416966872883294,0.026915024912472,0.0374802834886794,0.000885416242755,0.1528529862733116
132141,107.666015625,614.1764705882352,353.5173793260841,616.0,10.0,1212.0,0.0440265712979842,0.0225073338410101,0.0403381628019917,0.0067140912430397,0.1576294328170631
132784,135.99917763157896,640.2835820895523,370.3614533781326,641.0,3.0,1271.0,0.1500361446577891,0.055278568337743,0.1511515730485433,0.0054157425485924,0.280146048169141
132019,75.99954044117646,598.9142857142857,357.9673864975948,585.0,4.0,1216.0,0.0362401963657816,0.013795651933409,0.0369327823160442,0.0084019302643172,0.0999653616534005
132790,71.77734375,542.6,316.2576586687928,542.0,12.0,1073.0,0.1137301206292649,0.026091134602965,0.1122684460884998,0.0339673497041675,0.1967316093968475
132964,92.28515625,644.6888888888889,364.66135414912907,640.0,26.0,1260.0,0.1091384646768113,0.0579708860597143,0.1060651868951208,0.0146892738357021,0.2408299932212489
132794,117.45383522727272,632.9310344827586,367.5861082357375,635.5,5.0,1254.0,0.0940485136535534,0.0356874410057434,0.098420721229267,0.012846368417445,0.2092088759117128
132434,123.046875,625.8,368.6534415952197,627.0,3.0,1248.0,0.0819666283207972,0.0152415494857364,0.0865937529575604,0.023004763932319,0.1046384162561495
132420,129.19921875,613.3064516129032,355.73456889479235,613.0,7.0,1220.0,0.1203846560324808,0.0132631276587467,0.1186224503398909,0.0531220644777947,0.1663809739200374
132568,184.5703125,645.1720430107526,369.7352038132653,648.0,8.0,1273.0,0.0452533319973943,0.0080392164148504,0.0447538306267342,0.0238408263937013,0.0673136425204705
132781,143.5546875,642.7222222222222,369.4019649763589,642.0,12.0,1272.0,0.0683601580137567,0.0149192627305973,0.067932158443924,0.0170587358730869,0.1232499195762607
132795,117.45383522727272,632.3793103448276,366.9922872245178,632.0,3.0,1258.0,0.1501578582995275,0.0232084108078587,0.149053942265466,0.0595285648487549,0.2402902398632357
132965,95.703125,638.1702127659574,368.4005867316311,639.0,13.0,1268.0,0.0804491631677483,0.0348479661059423,0.0767339119251821,0.0167245655774246,0.1640199878654201
132436,117.45383522727272,618.0,361.60971531043873,617.0,3.0,1239.0,0.3455127585333141,0.0951586471917705,0.3573848934532037,0.0330613982300084,0.5245310050956966
132040,83.35433467741936,612.6052631578947,334.6753760597278,615.5,44.0,1176.0,0.0605844529990283,0.0240210807058412,0.0566294428869748,0.0206599834180307,0.173020049054525
132134,92.28515625,629.8478260869565,367.6563830175331,630.0,7.0,1257.0,0.1225193794750735,0.0364651296824441,0.1185329645167627,0.0521327531816524,0.2229957585460641
132914,135.99917763157896,642.4925373134329,370.8309899113566,642.0,3.0,1269.0,0.0881240033362848,0.0471345214452072,0.0930647642745306,0.0046745107129549,0.2112244490966313
132041,92.28515625,622.4666666666667,362.3679897562697,625.0,3.0,1243.0,0.0368483538126252,0.0274391600934461,0.0336859325440604,0.0009487596475741,0.1292368233667532
132679,103.359375,615.8775510204082,358.84665775475406,613.0,3.0,1222.0,0.0477529493649869,0.0170020998008008,0.0436140809602957,0.0192604219826061,0.1158360517206296
132453,129.19921875,643.741935483871,363.9745620092183,643.0,23.0,1264.0,0.0531800556652313,0.0250400587492702,0.0481177475012353,0.0137340550475248,0.1470902311659094
132678,117.45383522727272,636.7586206896551,373.61197418347007,640.5,3.0,1270.0,0.0842255191972283,0.0253565484598871,0.086573127639016,0.0186697660087083,0.1399486223105313
132122,117.45383522727272,607.5094339622641,343.7301279410878,607.0,24.0,1192.0,0.1323564301488357,0.0608457651359552,0.1368859698959797,0.0223773302068284,0.3181339940521563
132042,161.4990234375,640.4938271604939,370.0638624718375,638.0,3.0,1271.0,0.04391466007189,0.0185710983257328,0.043287148762252,0.0089734743101485,0.1048437070491151
132456,161.4990234375,626.1538461538462,357.27681133975733,620.0,22.0,1244.0,0.0503419996756397,0.0137156831187875,0.0480470141378007,0.020461075324273,0.0998777159672485
132045,123.046875,625.728813559322,364.9272428301418,625.0,3.0,1251.0,0.0432475117566643,0.0283146490011723,0.0329622885142799,0.0094995306696686,0.1926488247482347
132454,89.10290948275862,636.1590909090909,364.1497533596594,636.0,20.0,1253.0,0.0575455404119603,0.0199837733149635,0.0538708771787209,0.026520164978537,0.2544349447940568
132118,103.359375,635.6730769230769,369.27536739871454,636.0,8.0,1263.0,0.146308056020819,0.0424267504045526,0.1513705960782107,0.0276486026248194,0.2317001131296601
132455,112.34714673913044,620.2777777777778,354.85669599340804,618.5,14.0,1227.0,0.0715870588011185,0.0432331536852297,0.0611617945469889,0.0143577603859525,0.2686646392460218
104276,184.5703125,611.3908045977012,358.13643956002574,610.0,3.0,1226.0,0.210966961869669,0.0928843510252097,0.1984916395389339,0.0175034074148255,0.4030427139046725
104063,92.28515625,674.4418604651163,348.9073510877211,678.0,70.0,1260.0,0.0621015321232679,0.0352045945034825,0.0553539067796955,0.0056933577131241,0.323247292930644
104062,151.99908088235293,604.1408450704225,352.75907653547216,604.0,3.0,1207.0,0.0950280927485299,0.0274662249535629,0.0958352393456629,0.0291285407383727,0.172163904740376
104066,92.28515625,611.0,361.17031993230006,611.0,3.0,1228.0,0.1710431395318064,0.0459971036751704,0.1679678628587582,0.03000481409976,0.3209013411146178
104277,117.45383522727272,610.925925925926,344.40898662576603,612.0,27.0,1197.0,0.2036653710930701,0.0750721886851853,0.1922277609980212,0.0016641225373,0.411333465541502
104067,95.703125,628.3333333333334,373.5699584935717,628.0,3.0,1262.0,0.139947583857368,0.0298185625488435,0.1381031786394687,0.0249322554982796,0.2306675619171617
104065,107.666015625,627.96,359.27370958643775,626.0,12.0,1248.0,0.0726812941396651,0.0362101736127671,0.0613834571123596,0.0070915747995053,0.2126651672494904
104064,135.99917763157896,634.7462686567164,374.6720095295124,635.0,3.0,1275.0,0.148909906869032,0.0431949601735121,0.1520621007039181,0.0249204838354749,0.2461011597865087
104010,107.666015625,627.0192307692307,355.6728991202999,628.0,21.0,1231.0,0.0782409548943962,0.0293004731907956,0.0782918596376631,0.0259635716684509,0.1631284133053437
104625,112.34714673913044,621.9074074074074,356.21982749516604,619.0,16.0,1228.0,0.0828614566095107,0.0225499446527841,0.0797732031423413,0.033688475992789,0.1716688881820232
104009,143.5546875,676.1969696969697,346.82325512261656,671.0,89.0,1272.0,0.147292957929654,0.04739926456727,0.1550696901281476,0.0313403566720985,0.2433411592919018
104779,83.35433467741936,619.2432432432432,333.65594882165067,619.0,56.0,1183.0,0.0806011046600752,0.032804643831244,0.0783135344599865,0.0214572031605655,0.2250165482899385
104357,143.5546875,623.5142857142857,361.2736099198083,630.5,3.0,1236.0,0.2092157181041175,0.0478354617479553,0.2194159792258966,0.0532002445595137,0.3262130688449325
104356,161.4990234375,604.6883116883117,354.2219298373113,604.0,3.0,1211.0,0.1704422107424842,0.0601234428262968,0.188140292449092,0.010558033902181,0.2961637736233578
104008,143.5546875,633.0,366.9061010074944,631.0,9.0,1271.0,0.1040628798909488,0.0324682318089792,0.101677547446832,0.0362592029887467,0.211008669185287
104780,107.666015625,641.3076923076923,364.3509792695425,642.5,21.0,1252.0,0.0810021359946535,0.034377072979891,0.0724608580699392,0.0012441756076683,0.2282273356945902
104227,103.359375,608.3529411764706,358.97844293404233,606.0,3.0,1219.0,0.1622901864633674,0.0117130819713306,0.1639612259957014,0.0373864651881539,0.1831878476798468
104068,123.046875,633.5,367.4138220952863,633.5,3.0,1261.0,0.1477222350143723,0.0326115892205293,0.1444350321854775,0.0205273648560449,0.2444812534640341
104434,99.38401442307692,626.6170212765958,361.1488496799758,627.0,15.0,1239.0,0.1018679179129898,0.0248834847176793,0.1055524238056835,0.0232480683820564,0.1626682300168422
104283,135.99917763157896,632.9402985074627,369.9941460043967,633.0,3.0,1264.0,0.1960434625003365,0.032548268134109,0.2046722755885424,0.0016932131635428,0.2715538814129613
104725,112.34714673913044,627.5555555555555,359.5107100174958,626.0,18.0,1235.0,0.0453404476633792,0.0269472763717188,0.0435141752945817,0.000861362772394,0.1538488668365328
104282,135.99917763157896,638.1044776119403,370.1941456889061,638.0,4.0,1270.0,0.1960002617559475,0.0722806641205083,0.1750101820929769,0.0016503454597559,0.4366031548337149
104724,129.19921875,614.0,360.8361101839704,614.0,3.0,1227.0,0.03717452643094,0.0187337544696757,0.0397743803964172,0.0008275380088245,0.0918511524439499
104668,135.99917763157896,633.8181818181819,360.6829762636313,633.0,21.0,1255.0,0.1373161586804402,0.0435081736805339,0.128725105223684,0.0574652539589244,0.2904379057859833
104278,112.34714673913044,609.2692307692307,356.18383949134034,610.5,3.0,1212.0,0.0384390795102253,0.0356409702577561,0.0242514235591619,0.0009543790895304,0.1618931431250026
104279,129.19921875,642.375,366.7501491138074,642.0,17.0,1268.0,0.1728579727264475,0.0719111226076731,0.1814761493869805,0.0007557571116454,0.362579426614126
104086,78.30255681818181,612.7368421052631,364.3677064241074,614.5,3.0,1227.0,0.1578399626930369,0.0299545163894197,0.1527167729627773,0.0933228487122816,0.2523585170523182
104284,135.99917763157896,637.5671641791045,370.1546358539859,638.0,6.0,1269.0,0.1554255649205048,0.0713941193808287,0.1273653015084127,0.0022951105175327,0.3386920949318353
103518,80.74951171875,637.2820512820513,363.7983344373391,637.0,24.0,1252.0,0.1570557461966219,0.0397968888579567,0.155176438257275,0.0312296421079992,0.287759589572368
103519,135.99917763157896,613.3283582089553,358.75969540426115,613.0,3.0,1227.0,0.1227252684744853,0.0382426039921062,0.1149131800257294,0.0247255482096497,0.2515228945197062
103523,73.828125,627.9166666666666,366.6808614676619,628.0,3.0,1247.0,0.1533043156443235,0.0515389853772462,0.1529329533429217,0.0274471484400756,0.3302162716489963
103522,151.99908088235293,631.1688311688312,370.2169038707185,631.0,3.0,1268.0,0.1212280574760915,0.0459959506807283,0.1195177846691747,0.0168154070886324,0.2969486747474471
103520,129.19921875,630.3870967741935,364.8817022100456,628.0,10.0,1254.0,0.119480161504567,0.0453506367889391,0.1155295694196183,0.0292581829234129,0.2513481684249792
103521,107.666015625,653.3076923076923,359.1297461311344,652.5,42.0,1263.0,0.1485186371405508,0.0427528745356792,0.1386170411872354,0.055793536339773,0.2914763522264573
103800,92.28515625,610.25,359.7742426603358,609.5,3.0,1220.0,0.1483096166433461,0.0722266365973244,0.1551297380571429,0.0063846098788621,0.3573845807406075
103808,112.34714673913044,635.2830188679245,359.3318945854349,636.0,25.0,1246.0,0.1576767465612268,0.0945520551484326,0.1360820727698257,0.0004528805154381,0.4137834112213047
103600,95.703125,621.4130434782609,363.2336399910835,619.5,14.0,1241.0,0.1323486436974501,0.0448129023450743,0.1345188673702947,0.0251820264484344,0.2650146484375
150018,117.45383522727272,634.0,366.7583141756287,632.0,9.0,1259.0,0.0964505071760324,0.0334961971774926,0.0886760637159433,0.0338503364694881,0.2186781901612581
150268,117.45383522727272,641.8181818181819,356.74753440743655,642.0,35.0,1248.0,0.1267996530470932,0.0804495100821479,0.1061990803479728,0.0182982395454391,0.3122114041009963
150078,117.45383522727272,635.5762711864406,366.7553196910566,636.0,10.0,1260.0,0.0972835545843629,0.0488924264944547,0.0994535892203045,0.0049388318829428,0.310876779042711
150080,143.5546875,612.0298507462686,356.8216231546569,612.0,3.0,1220.0,0.1435153229943088,0.052523643954076,0.1450152155686755,0.0295518084979096,0.3826500100140662
150079,112.34714673913044,619.5849056603773,359.31819261727594,620.0,9.0,1230.0,0.1613214951876002,0.0565857058524902,0.1802280215899189,0.0134755129854677,0.3048760246581829
150287,95.703125,642.2553191489362,371.1166856752743,643.0,11.0,1262.0,0.1643525881281449,0.0631999020885917,0.1570147989680112,0.0254917400943671,0.3238746586624461
150063,83.35433467741936,620.4878048780488,366.3985649369609,614.0,3.0,1238.0,0.0735615898140757,0.0429276549633028,0.0708652268803911,0.0030361440705101,0.240640839142113
150062,112.34714673913044,612.6296296296297,352.03705067508304,616.5,11.0,1212.0,0.1304765490603623,0.0440954980324412,0.1320043124421057,0.0292357422860893,0.242156442065919
150267,99.38401442307692,650.0816326530612,358.74246556745425,656.0,37.0,1259.0,0.0577190047955362,0.0290713392004798,0.0504807512729563,0.0133043193356352,0.1540008856671274
150288,107.666015625,626.6153846153846,362.93208486554624,623.5,13.0,1245.0,0.2119764913313007,0.0858243811855595,0.2105956574866044,0.0291504938197266,0.4444983719934316
150064,123.046875,610.6610169491526,356.1917028206691,614.0,3.0,1214.0,0.0694053388960381,0.0494021139186398,0.0564152265344617,0.0065322733849751,0.242559508747292
150266,143.5546875,641.6231884057971,367.630174182621,641.0,14.0,1269.0,0.0763606738464905,0.0181441340746866,0.0764051709996039,0.0240642677952803,0.1376162295128132
102114,117.45383522727272,636.948275862069,365.7490388142928,632.0,18.0,1264.0,0.1174596513628122,0.0225342837792069,0.1173865614433614,0.0651882649687232,0.1787184833538629
150017,112.34714673913044,631.1785714285714,367.3725292602892,632.0,5.0,1258.0,0.0727641043083695,0.0396595855219306,0.0608456702986107,0.0171056427474732,0.2000419401361489
150265,123.046875,961.5666666666668,183.81234694353063,960.0,658.0,1272.0,0.1608826403430684,0.0378228580339023,0.1533563778001873,0.0935190156690039,0.2756924564613928
150073,151.99908088235293,645.6315789473684,367.915960158855,645.5,16.0,1275.0,0.1091713182602124,0.0482801514986638,0.0967753399546221,0.023198893790226,0.3504477204549787
150015,103.359375,631.8846153846154,371.7496393793788,629.0,3.0,1265.0,0.087959330499126,0.0308105791298602,0.0899554574036876,0.0159199058562235,0.164415320719923
102112,112.34714673913044,617.8269230769231,344.983874826828,619.0,32.0,1204.0,0.0389802951373865,0.0252831038775283,0.0291369264105318,0.0039655952338958,0.1928013059652732
102092,112.34714673913044,623.5090909090909,365.1392697053984,621.0,3.0,1244.0,0.0542182974776392,0.0164671988227243,0.0509693668665531,0.0258567395732905,0.1372241488059038
102195,143.5546875,630.5714285714286,369.1192827501148,630.0,3.0,1268.0,0.1457297673049112,0.0192879934151659,0.143770419101075,0.0842274790161033,0.2216726881762366
105196,129.19921875,667.9193548387096,355.60898689554244,669.0,62.0,1272.0,0.0087489555939148,0.0114724518267632,0.0051420060351443,0.0005498760788359,0.0698993585337626
105141,151.99908088235293,641.4666666666667,368.7901420711905,638.0,9.0,1271.0,0.1490329111974375,0.0484213369554805,0.1642653029250082,0.016675620875902,0.2213287348255787
105022,107.666015625,607.1538461538462,356.4437804746398,607.5,3.0,1216.0,0.0442723059505801,0.0159854286617864,0.0460967840796357,0.0097321839262823,0.1127068409568267
105145,117.45383522727272,625.7966101694915,366.6565279386615,626.0,3.0,1250.0,0.0912943310781847,0.0216434451120624,0.0867412918021899,0.0271057850012778,0.2074149732285589
105144,172.265625,681.7777777777778,347.2388084927386,682.0,88.0,1275.0,0.1149230482353277,0.0361091876879153,0.1142846752443083,0.0223548902048966,0.2512384525179095
105408,161.4990234375,640.5679012345679,368.3630099749667,640.0,10.0,1270.0,0.1361284330288292,0.0421948124972134,0.1345329556705926,0.0357328050185745,0.2401022198667785
105719,107.666015625,588.62,342.3223562667212,583.0,3.0,1172.0,0.1418868286086838,0.041818289776652,0.1350989986726344,0.0491988603579622,0.331768695019948
105142,143.5546875,597.2461538461539,346.3217726010232,598.0,7.0,1188.0,0.1577417744758531,0.0285375674377805,0.157524182605121,0.0726564958527209,0.2310262822210855
105718,112.34714673913044,629.8035714285714,369.97646738112456,623.0,3.0,1259.0,0.1072563193969294,0.053237768830953,0.0938811031207203,0.010672090978321,0.3090978440613411
105916,123.046875,650.6129032258065,364.8622963768355,651.5,25.0,1269.0,0.0722866381813813,0.0321502236334955,0.0632368844714712,0.0288006995991038,0.2216392934017634
